"Product Name","Installed Base Track","IP Type","Product: Created Date","Product Family","Product Group","Product Family Group","Product Service Group","Sibex Name","AARO Code","Business Area","Business Responsible","Product Group Description","Item Group","Item Group Description","Active (Product)","Product Code","Movex Part Number","Oracle CPQ Cloud Part Number","Status","Movex Full Description","Product: Created By"
"AXIS: DED CCT&MGMT PER MBPS","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97551000101","97551000101","97551000101","Released","AXIS: Dedicated Circuit & Management per Mbps  Elekta Manage","Movex IntegrationUser"
"AXIS: CUST CCT-AXIS PR MBPS","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","SmartClinic MO License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97551000102","97551000102","97551000102","Released","AXIS: Cust Provided Ded Circuit Termination to AXIS: per Mbp","Movex IntegrationUser"
"AXIS: ADDL TEST ENVIRONMENT","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97551000103","97551000103","97551000103","Released","AXIS: Additional Test Environment","Movex IntegrationUser"
"ECS SITE RECOVERY - MO USER","Yes","Feature","5/24/2019","Informatics","IEXP","Undefined","","","IEXP","371","DIV371","IMPAC operating expenses","SVM","Service, training & installation Medonc","1","800424697552000","800424697552000","800424697552000","Released","ECS Site Recovery - Medical Oncology User","Movex IntegrationUser"
"ECS SITE RECOVERY - SITE","Yes","Feature","5/24/2019","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","97552000002","97552000002","97552000002","Released","ECS Site Recovery - Site","Movex IntegrationUser"
"ECS SITE RECOVERY - RO USER","Yes","Feature","5/24/2019","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","97552000000IQRO","97552000000IQRO","97552000000IQRO","Released","ECS Site Recovery - Radiation Oncology User","Movex IntegrationUser"
"AXIS: SITE RECOVERY DB STORAGE","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97552000003","97552000003","97552000003","Released","AXIS:Site Recovery - DB Storage per GB (equal to production)","Movex IntegrationUser"
"AXIS: SITE RC-ONLIN PT DATA","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","SmartClinic MO License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97552000004","97552000004","97552000004","Released","AXIS: Site Recovery Online patient data storage per GB","Movex IntegrationUser"
"ECS SITE RECOVERY - MO USER","Yes","Feature","5/24/2019","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","97552000000IQMO","97552000000IQMO","97552000000IQMO","Released","ECS Site Recovery - Medical Oncology User","Movex IntegrationUser"
"AXIS: DED CCT&MGMT REC-MBPS","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97552000101","97552000101","97552000101","Released","AXIS: Ded Circuit&Mgmt Rec per Mbps (min 10 Mbps) Elekta Man","Movex IntegrationUser"
"AXIS: CUS CCT-AXIS REC PR MBPS","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","SmartClinic MO License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97552000102","97552000102","97552000102","Released","AXIS: Cust Provided Ded Circuit Term to AXIS: Rec per Mbps","Movex IntegrationUser"
"AXIS: ADDL DIS RED TEST-ONE-YR","Yes","Feature","5/24/2019","Informatics","OISS","OIS","","SmartClinic MO License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97552000103","97552000103","97552000103","Released","AXIS: Addl Full Disaster Recovery Test (one per yr included)","Movex IntegrationUser"
"ECS - ADDL PAR DIS REC TEST","Yes","Feature","5/24/2019","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","97552000104","97552000104","97552000104","Released","ECS - Addl Partial Dis Rec Test (one per year included)","Movex IntegrationUser"
"ECS - MSQ ARC SYS BASE CONFIG","Yes","Feature","5/24/2019","Informatics","IMSO","OIS","MOSAIQ ARCHIVE","","IONC","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","97552000105","97552000105","97552000105","Released","ECS - MOSAIQ Archive System Base Configuration","Movex IntegrationUser"
"ECS - MOSAIQ ARCHIVE SYS USER","Yes","Feature","5/24/2019","Informatics","OISS","OIS","MOSAIQ ARCHIVE","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","97552000106","97552000106","97552000106","Released","ECS - MOSAIQ Archive System User","Movex IntegrationUser"
"ECS - MOSAIQ ARCHIVE STORAGE","Yes","Feature","5/24/2019","Informatics","OISS","OIS","MOSAIQ ARCHIVE","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","97552000107","97552000107","97552000107","Released","ECS - MOSAIQ Archive Storage (per GB)","Movex IntegrationUser"
"CONN TO DICOM RT ELEK MONACO","Yes","Feature","6/14/2019","Linac","EOSV","OIS","","","EORV","371","DIV371","R&V Elekta Linacs M&S","ROQ","MOSAIQ Radiation Oncology","1","45014020020IQRO","45014020020IQRO","45014020020IQRO","Released","CONNECTIVITY TO DICOM RT ELEKTA MONACO","Movex IntegrationUser"
"MOSAIQ WORKFLOW DATABASE","Yes","Feature","6/28/2019","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","97720000011","97720000011","97720000011","Released","MOSAIQ Workflow Database","Movex IntegrationUser"
"DRAGON MED SPEECHKIT YRLY US","Yes","Feature","4/12/2019","Other","3PSS","Undefined","MOSAIQ VOICE DRAGON MEDICAL SPEECHKIT SUBSCRIPTIONS","Dragon Medical SpeechKit Annual User Sub - US","3PSS","371","DIV371","3P Service and Subscriptions","3P","Third Party Hardware & Software","1","TPP-PALDMSPKITS","TPP-PALDMSPKITS","TPP-PALDMSPKITS","Released","Dragon Medical SpeechKit Annual User Subsc - United States","Movex IntegrationUser"
"AXIS: MEDICAL ONCOLOGY USER","Yes","Feature","4/12/2019","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","97551000000IQMO","97551000000IQMO","97551000000IQMO","Released","AXIS: Medical Oncology User","Movex IntegrationUser"
"MOA ADDL USERS - ECS","Yes","Feature","1/18/2019","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76000000004DS","76000000004DS","76000000004DS","Released","MOSAIQ Oncology Analytics - Additional Users - ECS","Movex IntegrationUser"
"MOA ADDL USERS-ECS MANAGED OP","Yes","Feature","1/18/2019","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76000000005DS","76000000005DS","76000000005DS","Released","MOSAIQ Oncology Analytics - Additional Users-ECS Managed OP","Movex IntegrationUser"
"MOA ADDL USER ECS PLATINUM","Yes","Feature","1/18/2019","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SERV","Service Renewal Contract","1","SS76000000004-Z","SS76000000004-Z","SS76000000004-Z","Released","MOA Additional User - ECS Platinum","Movex IntegrationUser"
"MOA ADDL USER - ECS MOP PLAT","Yes","Feature","1/18/2019","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SERV","Service Renewal Contract","1","SS76000000005-Z","SS76000000005-Z","SS76000000005-Z","Released","MOA Additional User - ECS MOP Platinum","Movex IntegrationUser"
"MOSAIQ EVALUATE","Yes","Feature","4/3/2015","Linac","EOSV","OIS","","","EORV","371","DIV371","R&V Elekta Linacs M&S","ROQ","MOSAIQ Radiation Oncology","1","54005003000IQRO","54005003000IQRO","54005003000IQRO","Use then remove from assortment","MOSAIQ Evaluate License","Movex IntegrationUser"
"MOA STANDARD USER LICENSE","Yes","Feature","7/3/2015","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76000000000DS","76000000000DS","76000000000DS","Released","MOA Standard User License per User per Year","Movex IntegrationUser"
"MOA PREMIUM USER LICENSE","Yes","Feature","7/3/2015","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76100000000DS","76100000000DS","76100000000DS","Released","MOA Premium User License per User per Year","Movex IntegrationUser"
"ESI: INFUSYSTEM INTEGRATION KT","Yes","Feature","7/3/2015","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60312250KT0MO","60312250KT0MO","60312250KT0MO","Released","ESI: Infusystem Integration Kit (Pharmacy Order, Charge Exp)","Movex IntegrationUser"
"ESI: INFUSYSTEM CHARGE EXPORT","Yes","Feature","7/3/2015","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60102250000MO","60102250000MO","60102250000MO","Released","ESI: Infusystem Charge Export","Movex IntegrationUser"
"ESI: RADIOTHERAPY REQ IMPORT","Yes","Feature","7/3/2015","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60304000000RO","60304000000RO","60304000000RO","Released","ESI: Radiotherapy Requisition Import from Medfolio","Movex IntegrationUser"
"ESI: INFUSYSTEM PHARM ORD EXP","Yes","Feature","7/3/2015","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60312250000MO","60312250000MO","60312250000MO","Released","ESI: Infusystem Pharmacy Order Export","Movex IntegrationUser"
"KIT MSQ IVIEWDOSE INTEGRATION","Yes","Software","12/4/2015","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","51000000000IQKT","51000000000IQKT","51000000000IQKT","Released","MOSAIQ iViewDose Integration Kit Site License","Movex IntegrationUser"
"MOSAIQ IVIEWDOSE INTEGRATION","Yes","Software","12/4/2015","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","51000000000IQRO","51000000000IQRO","51000000000IQRO","Released","MOSAIQ iViewDose Integration Site License","Movex IntegrationUser"
"ESI MOSAIQ IVIEWDOSE IMPORT","Yes","Software","12/4/2015","Informatics","IMSO","OIS","ESI RO Features","ESI MOSAIQ IVIEWDOSE IMPORT","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","610000000000RO","610000000000RO","610000000000RO","Released","MOSAIQ iViewDose Import External System Interface","Movex IntegrationUser"
"IQ SERVER - UPG FROM LANTIS","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","15000000001IQRO","15000000001IQRO","15000000001IQRO","Released","IQ Server Software - Upgrade from LANTIS","Movex IntegrationUser"
"MOSAIQ PROC MGMT-UPG FR LANTIS","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","15200000001IQRO","15200000001IQRO","15200000001IQRO","Released","MOSAIQ Procedure Management - Upgrade from LANTIS","Movex IntegrationUser"
"MOSAIQ RES SCH - UPG FR LANTIS","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","15300000001IQRO","15300000001IQRO","15300000001IQRO","Released","MOSAIQ Resource Scheduling - Upgrade from LANTIS","Movex IntegrationUser"
"MOSAIQ - UPGRADE FROM LANTIS","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","25000000001IQRO","25000000001IQRO","25000000001IQRO","Released","MOSAIQ - Upgrade from LANTIS","Movex IntegrationUser"
"MOSAIQ RO - UPG FROM LANTIS","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45000000001IQRO","45000000001IQRO","45000000001IQRO","Released","MOSAIQ RO - Upgrade from LANTIS","Movex IntegrationUser"
"CONN SIEMENS LINAC-UPG LA","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45010002108IQRO","45010002108IQRO","45010002108IQRO","Released","Connectivity to Siemens Linac - Upgrade from LANTIS","Movex IntegrationUser"
"CON SIEMENS  MLC-UPG LA","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45011002102IQRO","45011002102IQRO","45011002102IQRO","Released","Connectivity to Siemens MLC - Upgrade from LANTIS","Movex IntegrationUser"
"CONN TPS OR VIRTUAL SIM-UPG LA","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","45014000001IQRO","45014000001IQRO","45014000001IQRO","Released","Connectivity to TPS or Virtual Sim Siemens - Upg from LANTIS","Movex IntegrationUser"
"CONN DICOM PORT SIEMENS-UPG LA","Yes","Software","1/31/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","55105002002IQRO","55105002002IQRO","55105002002IQRO","Released","Connectivity to DICOM PORT from Siemens(TBD)-Upg from LANTIS","Movex IntegrationUser"
"METRIQ SURVIVORSHIP CARE PL EX","Yes","Feature","4/1/2016","Informatics","OISS","OIS","METRIQ Implementation Services","","OISS","371","DIV371","Informatics Subscriptions","DSQ","METRIQ annual licenses","1","72013000000","72013000000","72013000000","Released","METRIQ Survivorship Care Plan Export","Movex IntegrationUser"
"ECS RO HOSTING FOR LANTIS - MQ","Yes","Software","4/1/2016","Informatics Service","IMSO","OIS","","","IMSO","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","97700000000IQRO","97700000000IQRO","97700000000IQRO","Released","ECS RO Hosting for LANTIS to MOSAIQ Upgrade Promotion","Movex IntegrationUser"
"MOTION SYNCHRONIZATION IF","Yes","Software","4/24/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","45733000000IQRO","45733000000IQRO","45733000000IQRO","Released","Motion Synchronization Interface","Movex IntegrationUser"
"EPRESCRIB NON-EPCS ANNUAL FEE","Yes","Feature","4/24/2016","Other","3PSS","Undefined","MOSAIQ E-Prescribe Annual License Subscriptions","","3PSS","371","DIV371","3P Service and Subscriptions","SUBS","Subscription","1","83000000001MO","83000000001MO","83000000001MO","Released","ePrescribing - Non-EPCS Annual Fee","Movex IntegrationUser"
"EPRESCRIB NON-EPCS ANNUAL FEE","Yes","Feature","4/24/2016","Other","3PSS","Undefined","","Formulary Plus US Version","3PSS","371","DIV371","3P Service and Subscriptions","SUBS","Subscription","1","83000000001RO","83000000001RO","83000000001RO","Released","ePrescribing - Non-EPCS Annual Fee","Movex IntegrationUser"
"EPRSC NON-EPCS ORG/PRO ANN FEE","Yes","Feature","4/24/2016","Other","3PSS","Undefined","MOSAIQ E-Prescribe Annual License Subscriptions","","3PSS","371","DIV371","3P Service and Subscriptions","SUBS","Subscription","1","83000000002MO","83000000002MO","83000000002MO","Released","ePrescribing - Non-EPCS ORG/Provider Annual Fee","Movex IntegrationUser"
"EPRSC NON-EPCS ORG/PRO ANN FEE","Yes","Feature","4/24/2016","Other","3PSS","Undefined","","Formulary Plus US Version","3PSS","371","DIV371","3P Service and Subscriptions","SUBS","Subscription","1","83000000002RO","83000000002RO","83000000002RO","Released","ePrescribing - Non-EPCS ORG/Provider Annual Fee","Movex IntegrationUser"
"METRIQ SURVIVORSHIP ADDL DB","Yes","Feature","1/20/2017","Informatics","OISS","OIS","METRIQ Implementation Services","","OISS","371","DIV371","Informatics Subscriptions","DSQ","METRIQ annual licenses","1","72013000001","72013000001","72013000001","Released","METRIQ Survivorship Care Plan Export Additional Database","Movex IntegrationUser"
"MOSAIQ WORKSTATION FEATURE 1","Yes","Part","3/24/2017","Informatics","IO3P","OIS","","","IO3P","371","DIV371","3rd Party Informatics","3P","Third Party Hardware & Software","1","TPPLSRMQPC1","TPPLSRMQPC1","TPPLSRMQPC1","Released","MOSAIQ workstation: Sequencer,Image review,Evaluate,Locate","Movex IntegrationUser"
"MOSAIQ WORKSTATION FEATURE 2","Yes","Part","3/24/2017","Informatics","IO3P","OIS","","","IO3P","371","DIV371","3rd Party Informatics","3P","Third Party Hardware & Software","1","TPPLSRMQPC2","TPPLSRMQPC2","TPPLSRMQPC2","Released","MOSAIQ workstation: Charting, Scheduling, Billing, ESI","Movex IntegrationUser"
"MOA 2 USERS - ELEKTA CLOUD SOL","Yes","Feature","4/28/2017","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76000000001DS","76000000001DS","76000000001DS","Released","MOSAIQ Oncology Analytics - 2 Users - Elekta Cloud Solutions","Movex IntegrationUser"
"MOA 2 USERS - ECS MANAGED OP","Yes","Feature","4/28/2017","Informatics","OISS","OIS","MOSAIQ ONCOLOGY ANALYTICS LICENSE SUBSCRIPTIONS","MOA License","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76000000002DS","76000000002DS","76000000002DS","Released","MOSAIQ Oncology Analytics (MOA) - 2 Users - ECS Managed OP","Movex IntegrationUser"
"MOA ADDL USERS - ECS OR OP","Yes","Feature","4/28/2017","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","76000000003DS","76000000003DS","76000000003DS","Released","MOSAIQ Oncology Analytics - Additional Users - ECS or OP","Movex IntegrationUser"
"SIEMENS MOSIAQ SERV CONTRACT","Yes","Product","8/5/2016","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","#SIEMENS MQ SRV","#SIEMENS MQ SRV","#SIEMENS MQ SRV","Released","Siemens MOSAIQ Service Contract","Movex IntegrationUser"
"ESI: MFN IMPORT","Yes","Feature","2/4/2022","Informatics","IMSO","OIS","ESI RO Features","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60503003001RO","60503003001RO","60503003001RO","Released","ESI: Provider Master File Import","Movex IntegrationUser"
"ESI MFN IMPORT LICENSE","Yes","Feature","2/4/2022","Informatics","IMSO","OIS","MOSAIQ Plaza Package ESI Licenses","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60503003001S","60503003001S","60503003001S","Released","ESI MFN Import License","Movex IntegrationUser"
"PHILIPS","Yes","Software","2/25/2022","Informatics","IMSO","OIS","Philips","","IONC","371","DIV371","IMPAC onc services","3P","Third Party Hardware & Software","1","#PHILIPS","#PHILIPS","#PHILIPS","Released","Philips Master Device","Movex IntegrationUser"
"MOSAIQ TELEPORT RO SUB X LINAC","Yes","Feature","4/22/2022","Informatics","OISS","OIS","MOSAIQ TELEPORT RO LICENSE SUBSCRIPTIONS","Mosaiq Teleport RO Sub","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000039","15800000039","15800000039","Released","Access Fee for MOSAIQ Teleport per Linac per year","Movex IntegrationUser"
"ESI SCHEDULE EXPORT: MSQ-KAIKU","Yes","Feature","9/2/2022","Informatics","IMSO","OIS","Kaiku ESI Interfaces","ESI SCHEDULE EXPORT: MSQ-Kaiku","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60502000000SK","60502000000SK","60502000000SK","Released","ESI for integrating Kaiku and MSQ","Movex IntegrationUser"
"ESI PRO IMP SW: MSQ-KAIKU","Yes","Feature","9/23/2022","Informatics","IMSO","OIS","Kaiku ESI Interfaces","ESI PRO IMP SW: MSQ-KAIKU","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60000000100SK","60000000100SK","60000000100SK","Released","ESI for integrating Kaiku and MSQ","Movex IntegrationUser"
"ESI CCDA EXPORT SW: MSQ-KAIKU","Yes","Feature","9/23/2022","Informatics","IMSO","OIS","Kaiku ESI Interfaces","ESI CCDA EXPORT SW: MSQ-KAIKU","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60801000001SK","60801000001SK","60801000001SK","Released","CCDA Export for MSQ-Kaiku integration","Movex IntegrationUser"
"ESI: PRO IMP FR ECS (EQUICARE)","Yes","Software","11/8/2019","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","RESI","Software Sales - External systems int RO","1","60904000000RO","60904000000RO","60904000000RO","Released","ESI: PRO IMPORT FROM ECS (EQUICARE)","Movex IntegrationUser"
"SMARTCLINIC SOFTWARE","Yes","Software","11/29/2019","Informatics","OISS","OIS","SMARTCLINIC","SMARTCLINIC SOFTWARE","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","#SMARTCLINIC_SW","#SMARTCLINIC_SW","#SMARTCLINIC_SW","Released","SMARTCLINIC SOFTWARE","Movex IntegrationUser"
"MOSAIQ VOICE ANNUAL","Yes","Feature","4/3/2020","Informatics","OISS","OIS","MOSAIQ VOICE LICENSE SUBSCRIPTIONS","MOSAIQ Voice Annual Subscription","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000002","15800000002","15800000002","Released","MOSAIQ Voice Annual Subscription","Movex IntegrationUser"
"MOSAIQ VOICE UPGRADE","Yes","Feature","4/3/2020","Informatics","IMSO","OIS","MOSAIQ VOICE LICENSE SUBSCRIPTIONS","","IONC","371","DIV371","IMPAC onc services","SVA","Service, Annual Package","1","15800000004","15800000004","15800000004","Released","MOSAIQ Voice Upgrade - Annual Subscription","Movex IntegrationUser"
"MOSAIQ TELEPORT MO SUB X MD","Yes","Feature","4/3/2020","Informatics","OISS","OIS","MOSAIQ TELEPORT MO LICENSE SUBSCRIPTIONS","MOSAIQ Teleport Annual Site Subscription - MO","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000008","15800000008","15800000008","Released","MOSAIQ Teleport Annual Subscription per MO Phy","Movex IntegrationUser"
"MOSAIQ VOICE ANNUAL-LOCUM USER","Yes","Feature","4/3/2020","Informatics","OISS","OIS","MOSAIQ VOICE LICENSE SUBSCRIPTIONS","MOSAIQ Voice Locum Physician Annual Subscription","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000011","15800000011","15800000011","Released","MOSAIQ Voice Locum Physician Concurrent User Annual Subscrip","Movex IntegrationUser"
"MOSAIQ TELEPORT RO ANNUAL 5-9","Yes","Feature","4/3/2020","Informatics","OISS","OIS","MOSAIQ TELEPORT RO LICENSE SUBSCRIPTIONS","MOSAIQ Teleport Annual Site Subs - RO 5-10 LinAcs","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000012","15800000012","15800000012","Released","MOSAIQ Teleport Annual Subscription - 5-9 Linac Bundle","Movex IntegrationUser"
"MOSAIQ TELEPORT RO ANNUAL 1-4","Yes","Feature","4/3/2020","Informatics","OISS","OIS","MOSAIQ TELEPORT RO LICENSE SUBSCRIPTIONS","MOSAIQ Teleport Annual Site Subs - RO 1-4 LinAcs","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000014","15800000014","15800000014","Released","MOSAIQ Teleport Annual Subscription - 1-4 Linac Bundle","Movex IntegrationUser"
"MOSAIQ TELEPORT RO ANNUAL 10+","Yes","Feature","4/3/2020","Informatics","OISS","OIS","MOSAIQ TELEPORT RO LICENSE SUBSCRIPTIONS","MOSAIQ Teleport Annual Site Subs - RO 10+ LinAcs","OISS","371","DIV371","Informatics Subscriptions","SVA","Service, Annual Package","1","15800000015","15800000015","15800000015","Released","MOSAIQ Teleport Annual Subscription - 10+ Linac Bundle","Movex IntegrationUser"
"SMARTCLINIC RADIATION LINAC","Yes","Feature","4/10/2020","Informatics","OISS","OIS","MOSAIQ SMARTCLINIC RO LICENSE SUBSCRIPTIONS","SmartClinic RO LinAc License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","15800000016","15800000016","15800000016","Released","MOSAIQ SmartClinic RO access per linac per yr","Movex IntegrationUser"
"SMARTCLINIC MO DEPT","Yes","Feature","4/10/2020","Informatics","OISS","OIS","MOSAIQ SMARTCLINIC MO LICENSE SUBSCRIPTIONS","SmartClinic MO License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","15800000018","15800000018","15800000018","Released","MOSAIQ SmartClinic Medical Oncology access per dept per yr","Movex IntegrationUser"
"SMARTCLINIC RO DEPT","Yes","Feature","4/10/2020","Informatics","OISS","OIS","MOSAIQ SMARTCLINIC RO LICENSE SUBSCRIPTIONS","SmartClinic RO Dept  License","OISS","371","DIV371","Informatics Subscriptions","SUBS","Subscription","1","15800000019","15800000019","15800000019","Released","MOSAIQ SmartClinic Radiation Oncology access per dept per yr","Movex IntegrationUser"
"MOSAIQ VOICE SOFTWARE","Yes","Software","4/17/2020","Informatics","IMSO","OIS","MOSAIQ VOICE","MOSAIQ VOICE SOFTWARE","IONC","371","DIV371","IMPAC onc services","ROQ","MOSAIQ Radiation Oncology","1","#MOSAIQVOICE_SW","#MOSAIQVOICE_SW","#MOSAIQVOICE_SW","Released","MOSAIQ VOICE SOFTWARE","Movex IntegrationUser"
"MOSAIQ VOICE LOCUM USER SW","Yes","Software","4/17/2020","Informatics","OISS","OIS","","","OISS","371","DIV371","Informatics Subscriptions","ROQ","MOSAIQ Radiation Oncology","1","#MSQVOICELU_SW","#MSQVOICELU_SW","#MSQVOICELU_SW","Released","MOSAIQ VOICE LOCUM USER SOFTWARE","Movex IntegrationUser"
"MOSAIQ TELEPORT SOFTWARE","Yes","Software","4/17/2020","Informatics","OISS","OIS","MOSAIQ TELEPORT","MOSAIQ TELEPORT SOFTWARE","OISS","371","DIV371","Informatics Subscriptions","ROQ","MOSAIQ Radiation Oncology","1","#MSQTELEPORT_SW","#MSQTELEPORT_SW","#MSQTELEPORT_SW","Released","MOSAIQ TELEPORT SOFTWARE","Movex IntegrationUser"
"PEDIATRICS MO","Yes","Software","5/1/2020","Informatics","IMSO","OIS","MOSAIQ MO Features","","IONC","371","DIV371","IMPAC onc services","MOQ","MOSAIQ Medical Oncology","1","15900000000IQMO","15900000000IQMO","15900000000IQMO","Released","Pediatrics – Medical Oncology","Movex IntegrationUser"
"ESI: CCDA EXPORT TO ECS (EQUIC","Yes","Feature","5/1/2020","Informatics","IMSO","OIS","","","IONC","371","DIV371","IMPAC onc services","MESI","Software Sales - External systems int MO","1","60903000000MO","60903000000MO","60903000000MO","Released","ESI: CCDA EXPORT TO ECS (EQUICARE)","Movex IntegrationUser"
