"Product Name","Installed Base Track","IP Type","Product: Created Date","Product Family","Product Group","Product Family Group","Product Service Group","Sibex Name","AARO Code","Business Area","Business Responsible","Product Group Description","Item Group","Item Group Description","Active (Product)","Product Code","Movex Part Number","Oracle CPQ Cloud Part Number","Status","Movex Full Description","Product: Created By"
"LEKSELL VANTAGE SUPPORT ARC","Yes","Product","11/25/2016","Neuro","SS01","LSS","LSN VANTAGE SUPPORT ARC","LEKSELL VANTAGE SUPPORT ARC MDD","SS01","100","DIV100","Leksell Stereotactic Neurosurgery","102","Leksell Vantage Stereotactic System","1","1060488","1060488","1060488","Use then remove from assortment","LEKSELL VANTAGE SUPPORT ARC","Movex IntegrationUser"
"MCU ICON PFX","Yes","Part","2/3/2017","Neuro","RS08","LGK","LGK CS MAIN CONTROL UNIT (MCU)","MAIN CONTROL UNIT (MCU)","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1527913","1527913","1527913","Released","MCU ICON PFX","Movex IntegrationUser"
"HP Z640 WS KIT","Yes","Part","2/3/2017","Neuro","RS08","LGK","NTPS HARDWARE","NTPS HARDWARE WORKSTATION","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1529324","1529324","1529324","Released","HP Z640 WS KIT","Movex IntegrationUser"
"ROUTER HW","Yes","Feature","4/28/2017","Neuro","RS08","LGK","LGK ROUTER HW","ROUTER HW","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1530028","1530028","1530028","Use then remove from assortment","ROUTER HW","Movex IntegrationUser"
"ES/ICON GUI FOR CS 11.1","Yes","Feature","6/2/2017","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE SPANISH","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1532869","1532869","1532869","Released","ES/ICON GUI FOR CS 11.1","Movex IntegrationUser"
"NLD 1.0","Yes","Software","6/16/2017","Neuro","RS08","LGK","NTPS OPERATING SYSTEM","NTPS OPERATING SYSTEM NLD","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1529603","1529603","1529603","Released","NLD 1.0","Movex IntegrationUser"
"LGK STD. CONFIG","Yes","Product","6/16/2017","Neuro","RS08","LGK","LEKSELL GAMMA KNIFE PERFEXION","LEKSELL GAMMA KNIFE PERFEXION","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1530024","1530024","1530024","Released","LGK STD. CONFIG","Movex IntegrationUser"
"LGK STD. CONFIG VES","Yes","Product","6/16/2017","Neuro","RS08","LGK","LEKSELL GAMMA KNIFE PERFEXION","LEKSELL GAMMA KNIFE PERFEXION","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1530026","1530026","1530026","Released","LGK STD. CONFIG VES","Movex IntegrationUser"
"LGK ICON CONFIGURATION","Yes","Part","6/16/2017","Neuro","RS08","LGK","LGK ICON CONFIGURATION","ICON CONFIG","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1530073","1530073","1530073","Released","LGK ICON CONFIGURATION","Movex IntegrationUser"
"DFM 2.2","Yes","Software","6/16/2017","Neuro","RS08","LGK","NTPS DFM SOFTWARE","NTPS DFM SOFTWARE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1530457","1530457","1530457","Released","DFM 2.2","Movex IntegrationUser"
"DRIVERS NLD 1.0","Yes","Software","6/16/2017","Neuro","RS08","LGK","NTPS GRAPHICS DRIVER","NTPS GRAPHICS DRIVER","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1530532","1530532","1530532","Released","DRIVERS NLD 1.0","Movex IntegrationUser"
"FR/GUI FOR LGK CS 11.3","Yes","Feature","6/23/2017","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE FRENCH","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1532507","1532507","1532507","Released","FR/GUI FOR LGK CS 11.3","Movex IntegrationUser"
"DE/GUI FOR LGK CS 11.3","Yes","Feature","6/23/2017","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE GERMAN","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1532508","1532508","1532508","Released","DE/GUI FOR LGK CS 11.3","Movex IntegrationUser"
"IT/GUI FOR LGK CS 11.3","Yes","Feature","6/23/2017","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE ITALIAN","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1532509","1532509","1532509","Released","IT/GUI FOR LGK CS 11.3","Movex IntegrationUser"
"LANGUAGE RESOURCES LGP 11.1","Yes","Feature","6/23/2017","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS Language (Multi)","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1533032","1533032","1533032","Released","FR/DE/IT/KO LANGUAGE RESOURCES 11.1","Movex IntegrationUser"
"LGK ICON MANUF SIGN - ITALIAN","Yes","Product","6/23/2017","Neuro","RS08","LGK","LEKSELL GAMMA KNIFE ICON","LEKSELL GAMMA KNIFE ICON","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1533284","1533284","1533284","Released","LGK ICON MANUFACTURING SIGN - ITALIAN","Movex IntegrationUser"
"SPARE PART PPS FRAME ADAPTER","Yes","Part","8/12/2016","Neuro","RS08","LGK","LGK PPS FRAME ADAPTER","FRAME ADAPTER","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1527326","1527326","1527326","Released","SPARE PART PPS FRAME ADAPTER","Movex IntegrationUser"
"LANGUAGE RESOURCES LGP 11.0.2","Yes","Feature","8/12/2016","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE (MULTI)","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1528460","1528460","1528460","Use then remove from assortment","LANGUAGE RESOURCES LGP 11.0.2","Movex IntegrationUser"
"PPS TOP LEVEL ASM","Yes","Part","5/18/2022","Neuro","RS08","LGK","LGK PATIENT POSITIONING SYSTEM (PPS)","PATIENT POSITIONING SYSTEM (PPS) ESPRIT","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1101857","1101857","1101857","Released","PPS TOP LEVEL ASM","Movex IntegrationUser"
"LGK EQ PROTECTION KIT","Yes","Product","6/3/2022","Neuro","RS08","LGK","LGK EARTHQUAKE PROTECTION KIT","EARTHQUAKE PROTECTION KIT","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1556676","1556676","1556676","Released","LGK EARTHQUAKE PROT KIT EX","Movex IntegrationUser"
"LGP 11.3.2 SUPPLIER ITEMS","Yes","Software","3/25/2022","Neuro","RS08","LGK","NTPS SOFTWARE","NTPS SOFTWARE","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1563172","1563172","1563172","Released","LGP 11.3.2 SUPPLIER ITEMS","Movex IntegrationUser"
"LGK ELEKTA ESPRIT","Yes","Product","8/19/2022","Neuro","RS08","LGK","LEKSELL GAMMA KNIFE ESPRIT","LEKSELL GAMMA KNIFE ESPRIT","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1110200","1110200","1110200","Released","LGK ELEKTA ESPRIT","Movex IntegrationUser"
"ELEKTA ESPRIT","Yes","Product","8/19/2022","Neuro","RS08","LGK","LGK CONFIGURATION","LGK ESPRIT TRADE-IN LIGHT","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1565118","1565118","1565118","Released","ELEKTA ESPRIT","Movex IntegrationUser"
"STANDARD LGP FOR LGK ESPRIT","Yes","Feature","8/19/2022","Neuro","RS08","LGK","LGP LICENSE FOR LGK ESPRIT","LGP LICENSE FOR LGK ESPRIT","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1565121","1565121","1565121","Released","STANDARD LGP FOR LGK ESPRIT","Movex IntegrationUser"
"ADDITIONAL LGP FOR LGK ESPIRIT","Yes","Feature","8/19/2022","Neuro","RS08","LGK","LGP LICENSE FOR LGK ESPRIT","LGP LICENSE FOR LGK ESPRIT","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1565122","1565122","1565122","Released","ADDITIONAL LGP FOR LGK ESPIRIT","Movex IntegrationUser"
"CS SW 11.5.1 SUPPLIER ITEMS","Yes","Software","10/7/2022","Neuro","RS08","LGK","LGK CS SOFTWARE","CONTROL SYSTEM SOFTWARE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1565471","1565471","1565471","Released","CS SW 11.5.1 SUPPLIER ITEMS","Movex IntegrationUser"
"CS SW 11.4.1 SUPPLIER ITEMS","Yes","Software","10/7/2022","Neuro","RS08","LGK","LGK CS SOFTWARE","CONTROL SYSTEM SOFTWARE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1565475","1565475","1565475","Released","CS SW 11.4.1 SUPPLIER ITEMS","Movex IntegrationUser"
"LGK ICON CONFIGURATION","Yes","Part","10/7/2022","Neuro","RS08","LGK","LGK ICON CONFIGURATION","ICON CONFIG","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1565478","1565478","1565478","Released","LGK ICON CONFIGURATION","Movex IntegrationUser"
"LEKSELL GAMMA KNIFE BASE VES","Yes","Product","10/18/2019","Neuro","RS08","LGK","LEKSELL GAMMA KNIFE PERFEXION","LEKSELL GAMMA KNIFE PERFEXION","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1548792","1548792","1548792","Released","LEKSELL GAMMA KNIFE BASE VES","Movex IntegrationUser"
"LEKSELL GAMMA KNIFE ICON KIT","Yes","Part","10/18/2019","Neuro","RS08","LGK","LGK ICON CONFIGURATION","ICON CONFIG","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1548795","1548795","1548795","Released","LEKSELL GAMMA KNIFE ICON KIT","Movex IntegrationUser"
"LEKSELL GAMMA KNIFE BASE","Yes","Product","10/18/2019","Neuro","RS08","LGK","LEKSELL GAMMA KNIFE PERFEXION","LEKSELL GAMMA KNIFE PERFEXION","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1549040","1549040","1549040","Released","LEKSELL GAMMA KNIFE BASE","Movex IntegrationUser"
"LEKSELL VANTAGE ADAPTER LGK","Yes","Part","11/15/2019","Neuro","RS08","LGK","LGK PPS VANTAGE FRAME ADAPTER","VANTAGE FRAME ADAPTER","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1075251","1075251","1075251","Released","Leksell® Vantage™ Adapter for LGK","Movex IntegrationUser"
"FILM HOLDER VANTAGE LGK","Yes","Product","11/15/2019","Neuro","RS08","LGK","LGK FILMHOLDER","FILMHOLDER VANTAGE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1075242","1075242","1075242","Released","Film Holder Leksell® Vantage™ for LGK","Movex IntegrationUser"
"QA TOOL VANTAGE LGK","Yes","Part","11/15/2019","Neuro","RS08","LGK","LGK VANTAGE QA TOOL","QA TOOL VANTAGE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1075246","1075246","1075246","Released","QA Tool Leksell® Vantage™ for LGK","Movex IntegrationUser"
"DOSIMETRY PHANTOM VANTAGE LGK","Yes","Product","11/15/2019","Neuro","RS08","LGK","LGK DOSIMETRIC SOLID WATER PHANTOM","DOSIMETRIC SOLID WATER PHANTOM VANTAGE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1080131","1080131","1080131","Released","DOSIMETRY PHANTOM VANTAGE LGK","Movex IntegrationUser"
"ROUTER HW","Yes","Feature","12/20/2019","Neuro","RS08","LGK","LGK ROUTER HW","ROUTER HW","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1550289","1550289","1550289","Released","ROUTER HW","Movex IntegrationUser"
"TURN KEY PPS G FRAME ADAPTER","Yes","Part","1/10/2020","Neuro","RS08","LGK","LGK PPS FRAME ADAPTER","FRAME ADAPTER","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1549203","1549203","1549203","Released","TURN KEY PPS G FRAME ADAPTER","Movex IntegrationUser"
"PPS TOP LEVEL ASM","Yes","Part","1/13/2020","Neuro","RS08","LGK","LGK PATIENT POSITIONING SYSTEM (PPS)","PATIENT POSITIONING SYSTEM (PPS)","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1549355","1549355","1549355","Released","PPS TOP LEVEL ASM","Movex IntegrationUser"
"CS SW 11.4 SUPPLIER ITEMS","Yes","Software","1/24/2020","Neuro","RS08","LGK","LGK CS SOFTWARE","CONTROL SYSTEM SOFTWARE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1544500","1544500","1544500","Released","CS SW 11.4 SUPPLIER ITEMS","Movex IntegrationUser"
"LGP VANTAGE LICENSE","Yes","Feature","1/31/2020","Neuro","RS08","LGK","LGP FEATURE VANTAGE","LGP FEATURE VANTAGE","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1549043","1549043","1549043","Released","LGP VANTAGE LICENSE","Movex IntegrationUser"
"DE/GUI FOR CS 11.4","Yes","Feature","2/15/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE GERMAN","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1550812","1550812","1550812","Released","DE/GUI FOR CS 11.4","Movex IntegrationUser"
"FR/GUI FOR CS 11.4","Yes","Feature","2/15/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE FRENCH","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1550810","1550810","1550810","Released","FR/GUI FOR CS 11.4","Movex IntegrationUser"
"IT/GUI FOR CS 11.4","Yes","Feature","2/15/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE ITALIAN","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1550811","1550811","1550811","Released","IT/GUI FOR CS 11.4","Movex IntegrationUser"
"HP Z6 HM WS KIT","Yes","Part","4/17/2020","Neuro","RS08","LGK","NTPS HARDWARE","NTPS HARDWARE WORKSTATION","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1551788","1551788","1551788","Released","HP Z6 HM WS KIT","Movex IntegrationUser"
"LGP 11.3 SUPPLIER ITEMS","Yes","Software","5/14/2020","Neuro","RS08","LGK","NTPS SOFTWARE","NTPS SOFTWARE","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1551284","1551284","1551284","Use then remove from assortment","LGP 11.3 SUPPLIER ITEMS","Movex IntegrationUser"
"LGP LIGHTNING DOSE OPT LICENSE","Yes","Feature","5/21/2020","Neuro","RS08","LGK","LGP ADD-ON LIGHTNING, DOSE OPTIMIZATION","LGP ADD-ON LIGHTNING DOSE OPTIMIZATION","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1551447","1551447","1551447","Released","Leksell Gamma Knife® Lightning License","Movex IntegrationUser"
"LEKSELL GAMMAPLAN REMOTE","Yes","Feature","6/5/2020","Neuro","RS08","LGK","LGP ADD-ON REMOTE","LGP ADD-ON REMOTE","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1552142","1552142","1552142","Released","LEKSELL GAMMAPLAN REMOTE","Movex IntegrationUser"
"CZ/GUI FOR CS 11.4","Yes","Feature","7/3/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE CZECH","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1552892","1552892","1552892","Released","CZ/GUI FOR CS 11.4","Movex IntegrationUser"
"LANGUAGE CZ LGP 11.3","Yes","Feature","7/3/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE CZECH","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1552662","1552662","1552662","Released","LANGUAGE CZ LGP 11.3","Movex IntegrationUser"
"LANGUAGE DE LGP 11.3","Yes","Feature","7/3/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE GERMAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1552671","1552671","1552671","Released","LANGUAGE DE LGP 11.3","Movex IntegrationUser"
"LANGUAGE HR LGP 11.3","Yes","Feature","7/31/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE CROATIAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1552675","1552675","1552675","Released","LANGUAGE HR LGP 11.3","Movex IntegrationUser"
"LANGUAGE FR LGP 11.3","Yes","Feature","7/31/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE FRENCH","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1552673","1552673","1552673","Released","LANGUAGE FR LGP 11.3","Movex IntegrationUser"
"LANGUAGE IT LGP 11.3","Yes","Feature","9/18/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE ITALIAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1554021","1554021","1554021","Released","LANGUAGE IT LGP 11.3","Movex IntegrationUser"
"LANGUAGE ES LGP 11.3","Yes","Feature","9/18/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE SPANISH","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1554016","1554016","1554016","Released","LANGUAGE ES LGP 11.3","Movex IntegrationUser"
"LANGUAGE RO LGP 11.3","Yes","Feature","9/18/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE ROMANIAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1553995","1553995","1553995","Released","LANGUAGE RO LGP 11.3","Movex IntegrationUser"
"LANGUAGE BG LGP 11.3","Yes","Feature","9/18/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE BULGARIAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1553982","1553982","1553982","Released","LANGUAGE BG LGP 11.3","Movex IntegrationUser"
"LANGUAGE RU LGP 11.3","Yes","Feature","9/18/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE RUSSIAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1553958","1553958","1553958","Released","LANGUAGE RU LGP 11.3","Movex IntegrationUser"
"ES/GUI FOR CS 11.4","Yes","Feature","9/18/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE SPANISH","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1554019","1554019","1554019","Released","ES/GUI FOR CS 11.4","Movex IntegrationUser"
"LANGUAGE SE LGP 11.3","Yes","Feature","9/18/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE SWEDISH","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1553976","1553976","1553976","Released","LANGUAGE SE LGP 11.3","Movex IntegrationUser"
"RO/GUI FOR CS 11.4","Yes","Feature","9/18/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE ROMANIAN","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1554006","1554006","1554006","Released","RO/GUI FOR CS 11.4","Movex IntegrationUser"
"RU/GUI FOR CS 11.4","Yes","Feature","9/18/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE RUSSIAN","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1553964","1553964","1553964","Released","RU/GUI FOR CS 11.4","Movex IntegrationUser"
"SE/GUI FOR CS 11.4","Yes","Feature","9/18/2020","Neuro","RS08","LGK","LGK CS SOFTWARE GUI","CS LANGUAGE SWEDISH","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1553980","1553980","1553980","Released","SE/GUI FOR CS 11.4","Movex IntegrationUser"
"LANGUAGE JP LGP 11.3","Yes","Feature","11/20/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE JAPANESE","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1555024","1555024","1555024","Released","LANGUAGE JP LGP 11.3","Movex IntegrationUser"
"LANGUAGE KO LGP 11.3","Yes","Feature","11/20/2020","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE KOREAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1555027","1555027","1555027","Released","LANGUAGE KO LGP 11.3","Movex IntegrationUser"
"RU ASM","Yes","Part","3/1/2021","Neuro","RS08","LGK","LGK RADIATION UNIT (RU)","RADIATION UNIT","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1554487","1554487","1554487","Released","RU ASM EXAMEC","Movex IntegrationUser"
"LANGUAGE SR LGP 11.3","Yes","Feature","3/12/2021","Neuro","RS08","LGK","NTPS LANGUAGE","NTPS LANGUAGE SERBIAN","RS01","100","DIV100","LGK Service","250","Leksell Gamma Plan","1","1556272","1556272","1556272","Released","LANGUAGE SR LGP 11.3","Movex IntegrationUser"
"FKP","Yes","Part","6/17/2022","Neuro","RS08","LGK","LGK CS FKP","FKP CONTROL SYSTEM","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1108718","1108718","1108718","Released","FKP","Movex IntegrationUser"
"IPSU","Yes","Part","6/24/2022","Neuro","RS08","LGK","LGK CS IPSU","IPSU CONTROL SYSTEM","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1108378","1108378","1108378","Released","IPSU","Movex IntegrationUser"
"CS SW 11.5 SUPPLIER ITEMS","Yes","Software","7/8/2022","Neuro","RS08","LGK","LGK CS SOFTWARE","CONTROL SYSTEM SOFTWARE","RS01","100","DIV100","LGK Service","203","Leksell Gamma Knife model Perfexion","1","1563893","1563893","1563893","Released","CS SW 11.5 SUPPLIER ITEMS","Movex IntegrationUser"
"3RD PARTY SERVICES (NEURO)","Yes","Product","10/21/2022","Neuro Service","RS08","LGK","3rd Party Services (Neuro)","3rd Party Services (Neuro)","RS08","100","DIV100","LGK Service","SERV","Service Renewal Contract","1","3RD-PARTY_RSO8","3RD-PARTY_RSO8","3RD-PARTY_RSO8","Released","3rd Party Service for Neuro","Movex IntegrationUser"
